instance,noise,seed,best_legacy,best_v2,flip,regret,true_err_best,true_err_recommended
k33,dev_algiers,23,rem,zne,True,0.12207552554763712,0.14417580557471954,0.26625133112235666
k33,dev_algiers,24,rem,zne_rem,True,0.11860108058881913,0.122416719933371,0.24101780052219013
k33,dev_algiers,25,rem,zne,True,0.15447501024283294,0.07005080557472265,0.2245258158175556
k33,dev_algiers,26,rem,zne_rem,True,0.201951228949393,0.01322700566576529,0.21517823461515828
k33,dev_algiers,27,rem,zne,True,0.17275628492311856,0.04576169442528499,0.21851797934840356
k33,dev_algiers,28,rem,zne_rem,True,0.23128494553280277,0.0689082148438791,0.30019316037668187
k33,dev_algiers,29,rem,zne_rem,True,0.19568800840710487,0.08276828599791308,0.27845629440501796
k33,dev_lagos,0,zne_rem,zne_rem,False,0.0,0.8651221385086565,0.8651221385086565
k33,dev_lagos,1,zne_rem,zne,True,0.09612572443377854,1.254738305574718,1.3508640300084966
k33,dev_lagos,2,rem,zne_rem,True,0.7646933207853346,0.26182813587037046,1.026521456655705
k33,dev_lagos,3,zne,zne_rem,True,0.31978173620365347,0.7003315693710679,1.0201133055747214
k33,dev_lagos,4,zne_rem,zne,True,1.0093848173924265,1.1652383055747189,2.1746231229671453
k33,dev_lagos,5,zne,zne,False,0.0,1.0039258055747178,1.0039258055747178
k33,dev_lagos,6,zne_rem,rem,True,0.009629882897355557,1.0722486537436593,1.0818785366410149
k33,dev_lagos,7,zne_rem,zne_rem,False,0.0,0.7679239783237755,0.7679239783237755
k33,dev_lagos,8,zne_rem,zne_rem,False,0.0,1.0156565843205696,1.0156565843205696
k33,dev_lagos,9,rem,rem,False,0.0,0.8814003484267898,0.8814003484267898
k33,dev_lagos,10,zne_rem,rem,True,0.25287551665397956,0.8637726047118734,1.116648121365853
k33,dev_lagos,11,zne_rem,zne,True,0.5845179212327487,1.1378008055747184,1.7223187268074671
k33,dev_lagos,12,zne_rem,zne,True,0.2104048558821816,1.0778008055747161,1.2882056614568977
k33,dev_lagos,13,zne,zne_rem,True,0.17725660277681232,0.8350442027979108,1.0123008055747231
k33,dev_lagos,14,zne_rem,zne,True,0.4183963786694518,1.0576758055747186,1.4760721842441704
k33,dev_lagos,15,rem,zne,True,0.008029546461427728,1.1029258055747198,1.1109553520361475
k33,dev_lagos,16,zne_rem,zne,True,0.16965725077977734,1.1674258055747222,1.3370830563544995
k33,dev_lagos,17,zne_rem,rem,True,0.40233852249215296,0.9059656966509619,1.308304219143115
k33,dev_lagos,18,zne_rem,rem,True,0.4384535813784032,0.9669080791856359,1.405361660564039
k33,dev_lagos,19,zne_rem,zne,True,0.09934133514285293,0.9441758055747194,1.0435171407175723
k33,dev_lagos,20,zne_rem,zne_rem,False,0.0,0.9132105287753074,0.9132105287753074
k33,dev_lagos,21,zne_rem,zne,True,0.15322238505051988,1.004175805574719,1.1573981906252389
k33,dev_lagos,22,rem,rem,False,0.0,0.9034056418344081,0.9034056418344081
k33,dev_lagos,23,zne_rem,zne_rem,False,0.0,0.4254301900208608,0.4254301900208608
k33,dev_lagos,24,rem,rem,False,0.0,0.6359236224937481,0.6359236224937481
k33,dev_lagos,25,zne_rem,zne,True,0.24333398580282495,1.2389258055747119,1.4822597913775368
k33,dev_lagos,26,zne,zne,False,0.0,1.0621758055747197,1.0621758055747197
k33,dev_lagos,27,zne_rem,rem,True,0.31085697787014777,1.0818542815665575,1.3927112594367053
k33,dev_lagos,28,rem,rem,False,0.0,0.6734469173216633,0.6734469173216633
k33,dev_lagos,29,zne_rem,zne,True,0.6721686428227871,1.1097383055747194,1.7819069483975065
octahedron,dev_algiers,0,zne,zne_rem,True,0.04032434905574789,0.05687328593531138,0.09719763499105927
octahedron,dev_algiers,1,zne,zne_rem,True,0.01722445797579475,0.086723177015263,0.10394763499105775
octahedron,dev_algiers,2,rem,zne_rem,True,0.2065245512156002,0.00319020174145912,0.20971475295705932
octahedron,dev_algiers,3,rem,zne_rem,True,0.1905257821179127,0.004645269007274244,0.19517105112518696
octahedron,dev_algiers,4,rem,zne,True,0.14056710748905576,0.03242736500894061,0.17299447249799638
octahedron,dev_algiers,5,rem,zne_rem,True,0.09419958418381924,0.09931531364863488,0.19351489783245412
octahedron,dev_algiers,6,zne,zne_rem,True,0.13764473833655355,0.028427896654507734,0.16607263499106129
octahedron,dev_algiers,7,zne,zne_rem,True,0.010197676357509344,0.009374958633549646,0.01957263499105899
octahedron,dev_algiers,8,rem,zne,True,0.08506260421042722,0.07980236500894389,0.1648649692193711
octahedron,dev_algiers,9,rem,zne,True,0.13041330104104798,0.04694763499105736,0.17736093603210534
octahedron,dev_algiers,10,rem,zne_rem,True,0.17395099648576995,0.017773710572766888,0.19172470705853684
octahedron,dev_algiers,11,rem,zne_rem,True,0.1738707420760175,0.010969485282588565,0.18484022735860606
octahedron,dev_algiers,12,rem,zne_rem,True,0.12751680987493952,0.04435628995331342,0.17187309982825294
octahedron,dev_algiers,13,rem,zne_rem,True,0.16272190667789665,0.02342212891459905,0.1861440355924957
octahedron,dev_algiers,14,rem,zne_rem,True,0.15509407161876254,0.044326540751249865,0.1994206123700124
octahedron,dev_algiers,15,rem,zne,True,0.17042725938681702,0.01942736500893716,0.18985462439575418
octahedron,dev_algiers,16,rem,zne,True,0.17952721854592202,0.0025523650089382954,0.1820795835548603
octahedron,dev_algiers,17,rem,zne,True,0.20323606828866403,0.008052365008935247,0.21128843329759928
octahedron,dev_algiers,18,rem,zne,True,0.17926031749369464,0.008927365008941202,0.18818768250263584
octahedron,dev_algiers,19,zne,zne,False,0.0,0.128322634991056,0.128322634991056
octahedron,dev_algiers,20,rem,zne_rem,True,0.17154474446427503,0.014911859398484495,0.18645660386275953
octahedron,dev_algiers,21,zne,zne_rem,True,0.028368454758495254,0.04207918023256596,0.07044763499106121
octahedron,dev_algiers,22,zne,zne,False,0.0,0.061947634991060596,0.061947634991060596
octahedron,dev_algiers,23,rem,zne,True,0.17694584603731212,0.00744763499106238,0.1843934810283745
octahedron,dev_algiers,24,rem,zne,True,0.06983649254734203,0.11032263499105532,0.18015912753839736
octahedron,dev_algiers,25,rem,zne,True,0.15756326604807125,0.017197634991060085,0.17476090103913133
octahedron,dev_algiers,26,rem,zne,True,0.15115818538924497,0.02382263499105708,0.17498082038030205
octahedron,dev_algiers,27,rem,zne,True,0.036401721377029794,0.1294273650089428,0.1658290863859726
octahedron,dev_algiers,28,zne,zne_rem,True,0.09184397246836351,0.032978662522694435,0.12482263499105795
octahedron,dev_algiers,29,rem,zne_rem,True,0.15553487837902402,0.031192894243804226,0.18672777262282825
octahedron,dev_lagos,0,zne_rem,zne_rem,False,0.0,0.2601878581907533,0.2601878581907533
octahedron,dev_lagos,1,zne_rem,rem,True,0.3014039763619598,0.5026889972302246,0.8040929735921845
octahedron,dev_lagos,2,rem,zne_rem,True,0.620170170678704,0.05949849038939092,0.6796686610680949
octahedron,dev_lagos,3,zne,zne_rem,True,0.20030248453735133,0.6426451504537081,0.8429476349910594
octahedron,dev_lagos,4,rem,zne,True,0.4476743166163697,0.8136976349910627,1.2613719516074324
octahedron,dev_lagos,5,zne,zne_rem,True,0.4518883506426672,0.2925592843483926,0.7444476349910598
octahedron,dev_lagos,6,rem,rem,False,0.0,0.7728392397126003,0.7728392397126003
octahedron,dev_lagos,7,zne_rem,rem,True,0.19796724451301362,0.8395197239667125,1.037486968479726
octahedron,dev_lagos,8,zne_rem,rem,True,0.5251965044872673,0.6834618583922234,1.2086583628794907
octahedron,dev_lagos,9,zne_rem,zne,True,1.060296090453396,0.804322634991065,1.864618725444461
octahedron,dev_lagos,10,zne_rem,zne,True,0.36395020886054574,0.7159476349910587,1.0798978438516045
octahedron,dev_lagos,11,zne_rem,zne,True,0.3993900673639299,0.7390726349910581,1.138462702354988
octahedron,dev_lagos,12,zne_rem,zne,True,0.5744199183058383,0.7894476349910606,1.363867553296899
octahedron,dev_lagos,13,zne,zne_rem,True,0.5090665294394991,0.23738110555155867,0.7464476349910578
octahedron,dev_lagos,14,zne_rem,zne,True,0.3273878591229593,0.6790726349910603,1.0064604941140196
octahedron,dev_lagos,15,rem,rem,False,0.0,0.7993180573632142,0.7993180573632142
octahedron,dev_lagos,16,zne_rem,zne,True,0.0073004321201679545,0.6494476349910592,0.6567480671112271
octahedron,dev_lagos,17,zne_rem,rem,True,0.4562955155806261,0.6254393975358434,1.0817349131164695
octahedron,dev_lagos,18,zne_rem,zne_rem,False,0.0,0.4184154767696535,0.4184154767696535
octahedron,dev_lagos,19,zne_rem,zne_rem,False,0.0,0.20503070452459493,0.20503070452459493
octahedron,dev_lagos,20,zne_rem,zne,True,0.032638865071266565,0.7748226349910574,0.807461500062324
octahedron,dev_lagos,21,rem,zne,True,0.37058719949364605,0.747072634991059,1.117659834484705
octahedron,dev_lagos,22,rem,rem,False,0.0,0.7653836144257999,0.7653836144257999
octahedron,dev_lagos,23,zne_rem,rem,True,0.3997941967630103,0.8554080040792629,1.2552022008422732
octahedron,dev_lagos,24,rem,zne,True,0.017852793513233323,0.8256976349910561,0.8435504285042894
octahedron,dev_lagos,25,zne_rem,zne_rem,False,0.0,0.5567287753203161,0.5567287753203161
octahedron,dev_lagos,26,zne,zne,False,0.0,0.8010726349910611,0.8010726349910611
octahedron,dev_lagos,27,rem,rem,False,0.0,0.7383674520556944,0.7383674520556944
octahedron,dev_lagos,28,rem,zne_rem,True,0.1953998560686916,0.8027250256898046,0.9981248817584962
octahedron,dev_lagos,29,zne_rem,zne_rem,False,0.0,0.6262756570464738,0.6262756570464738
path6,dev_algiers,0,rem,zne,True,0.06384798501949973,0.007407547785263979,0.07125553280476371
path6,dev_algiers,1,rem,zne_rem,True,0.10459042006071595,0.019347708003099484,0.12393812806381543
path6,dev_algiers,2,rem,zne_rem,True,0.1095283012565349,0.0009551696237406482,0.11048347088027555
path6,dev_algiers,3,rem,zne_rem,True,0.08743688994320387,0.017375522991872838,0.1048124129350767
path6,dev_algiers,4,rem,zne_rem,True,0.057067600037370436,0.019698546345597645,0.07676614638296808
path6,dev_algiers,5,rem,zne_rem,True,0.06214576689622309,0.02276424514004427,0.08491001203626736
path6,dev_algiers,6,rem,zne,True,0.06370598410988126,0.01003254778526319,0.07373853189514445
path6,dev_algiers,7,rem,zne,True,0.11516030363775487,0.022345047785260252,0.13750535142301512
path6,dev_algiers,8,rem,zne_rem,True,0.06665938395445359,0.016138942548809876,0.08279832650326346
path6,dev_algiers,9,rem,zne_rem,True,0.06293990319902854,0.009761254783611673,0.07270115798264021
path6,dev_algiers,10,rem,zne,True,0.095155262419512,0.008220047785262974,0.10337531020477497
path6,dev_algiers,11,rem,zne_rem,True,0.05729710229975682,0.040297900711522505,0.09759500301127932
path6,dev_algiers,12,rem,zne,True,0.06449644719774428,0.012845047785264185,0.07734149498300846
path6,dev_algiers,13,rem,zne_rem,True,0.041717625785368195,0.07673971903423382,0.11845734481960202
path6,dev_algiers,14,rem,zne,True,0.08841484573627412,0.007907547785261038,0.09632239352153515
path6,dev_algiers,15,rem,zne_rem,True,0.009037621016216857,0.07598549662703169,0.08502311764324855
path6,dev_algiers,16,rem,zne_rem,True,0.07230624955341458,0.05865971747583343,0.130965967029248
path6,dev_algiers,17,rem,zne_rem,True,0.11980414979383003,0.0045336611067030574,0.12433781090053309
path6,dev_algiers,18,rem,rem,False,0.0,0.08091993649191753,0.08091993649191753
path6,dev_algiers,19,rem,zne,True,0.07823270499070478,0.005282547785263603,0.08351525277596838
path6,dev_algiers,20,rem,zne_rem,True,0.10649174585226762,0.007612578728728447,0.11410432458099606
path6,dev_algiers,21,rem,zne_rem,True,0.08054965965794691,0.019716526052963257,0.10026618571091017
path6,dev_algiers,22,rem,zne_rem,True,0.0632550250630568,0.024149340091266236,0.08740436515432304
path6,dev_algiers,23,rem,zne_rem,True,0.07778585198525301,0.02012656867490792,0.09791242066016093
path6,dev_algiers,24,rem,rem,False,0.0,0.11257570230587177,0.11257570230587177
path6,dev_algiers,25,rem,zne,True,0.07176468261272939,0.017470047785264065,0.08923473039799346
path6,dev_lagos,0,zne_rem,rem,True,0.3895161436529939,0.7486110875454695,1.1381272311984634
path6,dev_lagos,1,zne_rem,zne_rem,False,0.0,0.4892325993181208,0.4892325993181208
path6,dev_lagos,2,zne_rem,rem,True,0.4151088258288458,0.8609396102431912,1.276048436072037
path6,dev_lagos,3,zne,zne_rem,True,0.44607593834340653,0.4470191094418561,0.8930950477852626
path6,dev_lagos,4,zne_rem,zne_rem,False,0.0,0.2947021116968349,0.2947021116968349
path6,dev_lagos,5,zne,zne,False,0.0,0.7645325477852607,0.7645325477852607
path6,dev_lagos,6,zne_rem,zne_rem,False,0.0,0.7140218717465814,0.7140218717465814
path6,dev_lagos,7,zne_rem,rem,True,0.43153546081016225,0.8820344530414661,1.3135699138516284
path6,dev_lagos,8,zne_rem,zne_rem,False,0.0,0.18245262993142086,0.18245262993142086
path6,dev_lagos,9,zne_rem,zne_rem,False,0.0,0.8579687751378269,0.8579687751378269
path6,dev_lagos,10,zne_rem,rem,True,0.3116757202688265,0.6844609824193753,0.9961367026882018
path6,dev_lagos,11,zne_rem,rem,True,0.2123347928079493,0.7023066821640529,0.9146414749720022
path6,dev_lagos,12,zne_rem,rem,True,0.01943530719138309,0.8752052179868484,0.8946405251782314
path6,dev_lagos,13,zne,zne_rem,True,0.29470940623661424,0.5256981415486477,0.8204075477852619
path6,dev_lagos,14,zne_rem,zne,True,0.12144469485263665,0.8765950477852598,0.9980397426378964
path6,dev_lagos,15,zne_rem,rem,True,0.32801937319677377,0.6175315279235174,0.9455509011202912
path6,dev_lagos,16,zne_rem,rem,True,0.1265266965469527,0.6455440438601063,0.772070740407059
path6,dev_lagos,17,zne_rem,rem,True,0.6652113636773471,0.5558843246717307,1.2210956883490778
path6,dev_lagos,18,zne_rem,zne_rem,False,0.0,0.5087872420252504,0.5087872420252504
path6,dev_lagos,19,zne_rem,zne_rem,False,0.0,0.5633651979091621,0.5633651979091621
path6,dev_lagos,20,zne_rem,zne_rem,False,0.0,0.5714523916568957,0.5714523916568957
path6,dev_lagos,21,zne_rem,rem,True,0.011694336632408486,0.7343032812195318,0.7459976178519403
path6,dev_lagos,22,rem,rem,False,0.0,0.9092495030602512,0.9092495030602512
path6,dev_lagos,23,zne_rem,zne,True,0.3894281968507265,0.8617200477852616,1.251148244635988
path6,dev_lagos,24,zne_rem,zne,True,0.3461260738399985,0.826157547785261,1.1722836216252595
path6,dev_lagos,25,zne_rem,zne,True,0.18559912982994087,0.811657547785261,0.9972566776152019
path6,dev_lagos,26,zne,zne_rem,True,0.426299318205527,0.4873582295797343,0.9136575477852613
path6,dev_lagos,27,zne_rem,rem,True,0.34036224348072963,0.6462576112350367,0.9866198547157663
path6,dev_lagos,28,zne_rem,zne_rem,False,0.0,0.9124531070070065,0.9124531070070065
path6,dev_lagos,29,zne_rem,zne,True,0.6796203769716227,0.8549700477852626,1.5345904247568853
prism,dev_algiers,0,rem,zne,True,0.0662922918445874,0.127784967245411,0.1940772590899984
prism,dev_algiers,1,zne_rem,zne_rem,False,0.0,0.1449225357289441,0.1449225357289441
prism,dev_algiers,2,rem,zne_rem,True,0.17918117257979205,0.008396467952926479,0.18757764053271853
prism,dev_algiers,3,rem,zne_rem,True,0.17685823570978076,0.03379035122290297,0.21064858693268373
prism,dev_algiers,4,rem,zne,True,0.136950929608882,0.004090032754591633,0.14104096236347363
prism,dev_algiers,5,rem,zne_rem,True,0.13013731743889867,0.03540291670918805,0.16554023414808672
prism,dev_algiers,6,rem,zne_rem,True,0.1505596439779584,0.018719592540245245,0.16927923651820365
prism,dev_algiers,7,rem,zne,True,0.10993809049184211,0.11822246724541152,0.22816055773725363
prism,dev_algiers,8,rem,zne,True,0.05831787273372058,0.13615996724541102,0.1944778399791316
prism,dev_algiers,9,rem,zne_rem,True,0.15922935120603743,0.0031656717197892092,0.16239502292582664
prism,dev_algiers,10,rem,zne,True,0.151234721170586,0.06172246724541264,0.21295718841599864
prism,dev_algiers,11,rem,zne,True,0.11224593280311623,0.0334724672454092,0.14571840004852543
prism,dev_algiers,12,rem,zne,True,0.10126206151371431,0.05777753275459041,0.15903959426830472
prism,dev_algiers,13,rem,zne_rem,True,0.194549523088412,0.02220978687342079,0.2167593099618328
prism,dev_algiers,14,rem,zne,True,0.17441752010603562,0.01234746724540603,0.18676498735144165
prism,dev_algiers,15,rem,zne,True,0.15582592865712996,0.017534967245412147,0.1733608959025421
prism,dev_algiers,16,rem,zne_rem,True,0.15740989732411137,0.008324115261083342,0.1657340125851947
prism,dev_algiers,17,rem,zne,True,0.17597792319301675,0.017965032754589494,0.19394295594760624
prism,dev_algiers,18,rem,zne_rem,True,0.08922254173461397,0.06969079383738208,0.15891333557199605
prism,dev_algiers,19,rem,zne,True,0.19635983247752442,0.005534967245409028,0.20189479972293345
prism,dev_algiers,20,rem,zne,True,0.16427710093904846,0.02321503275459147,0.18749213369363993
prism,dev_algiers,21,rem,zne_rem,True,0.14497092246332688,0.05130910491953511,0.196280027382862
prism,dev_algiers,22,rem,zne_rem,True,0.14639278952799284,0.06855682118399198,0.21494961071198482
prism,dev_algiers,23,rem,zne,True,0.07276861190773865,0.09171503275458814,0.1644836446623268
prism,dev_algiers,24,rem,zne_rem,True,0.15195805911238836,0.0435623360454791,0.19552039515786745
prism,dev_algiers,25,rem,zne_rem,True,0.1353272055798005,0.03852301261475777,0.17385021819455826
prism,dev_algiers,26,rem,zne,True,0.14407019049918457,0.009847467245409192,0.15391765774459376
prism,dev_algiers,27,rem,zne,True,0.12914019512574182,0.05003496724541012,0.17917516237115194
prism,dev_algiers,28,rem,zne_rem,True,0.1657279566678076,0.029318916800570527,0.19504687346837812
prism,dev_algiers,29,rem,zne,True,0.13879574522583038,0.03178496724540736,0.17058071247123774
prism,dev_lagos,0,rem,zne_rem,True,0.6837554274611568,0.12610831445703763,0.8098637419181944
prism,dev_lagos,1,zne_rem,zne,True,0.10110363845481096,0.9187224672454093,1.0198261057002203
prism,dev_lagos,2,zne_rem,zne_rem,False,0.0,0.7234484770744647,0.7234484770744647
prism,dev_lagos,3,zne,rem,True,0.21320668585053504,0.7287032813948766,0.9419099672454117
prism,dev_lagos,4,zne_rem,zne,True,0.6902163519844304,0.9359724672454117,1.6261888192298422
prism,dev_lagos,5,zne,zne_rem,True,0.225234767459912,0.670175199785497,0.895409967245409
prism,dev_lagos,6,zne_rem,zne,True,0.8086672123555863,0.853972467245411,1.6626396796009972
prism,dev_lagos,7,zne_rem,rem,True,0.36952853334883606,0.6787803643810939,1.04830889772993
prism,dev_lagos,8,zne_rem,zne_rem,False,0.0,0.29153683906857797,0.29153683906857797
prism,dev_lagos,9,zne_rem,zne,True,0.008703658690734528,0.9704099672454092,0.9791136259361437
prism,dev_lagos,10,rem,rem,False,0.0,0.8120364930273007,0.8120364930273007
prism,dev_lagos,11,zne_rem,zne_rem,False,0.0,0.612793426589274,0.612793426589274
prism,dev_lagos,12,rem,zne_rem,True,0.45291797596701855,0.2609605353352835,0.7138785113023021
prism,dev_lagos,13,zne,zne_rem,True,0.2350540138731576,0.6632934533722539,0.8983474672454115
prism,dev_lagos,14,rem,rem,False,0.0,0.6602006076533735,0.6602006076533735
prism,dev_lagos,15,zne_rem,zne_rem,False,0.0,0.5550494372099406,0.5550494372099406
prism,dev_lagos,16,rem,zne_rem,True,0.3278889925307036,0.35733011402604653,0.6852191065567501
