task,noise,budget,method,n_seeds,mean_abs_error,std_abs_error,ci_lo,ci_hi,bias,variance,rmse,mean_circuit_executions,mean_shots,mean_wall_clock_s
qaoa_p1,dev_lagos,3000,zne,10,0.6381224657467975,0.18270160858016266,0.532219965746796,0.7458224657467987,-0.6381224657467975,0.03337987777777897,0.661242898858486,3.0,3000.0,1.7320751319057308
qaoa_p1,dev_lagos,3000,zne_rem,10,0.8376906699283335,0.5996000977132069,0.5004614022068581,1.2003586989486126,0.5112020912860251,0.8488514775663255,1.01256797695014,15.0,3000.0,3.1986462648259475
qaoa_p1,dev_lagos,6000,none,10,1.0056057990801268,0.03468536265798651,0.9872216324134598,1.0271557990801263,-1.0056057990801268,0.0012030743827160452,1.0061440205497543,1.0,6000.0,0.6084483811981045
qaoa_p1,dev_lagos,6000,rem,10,0.5360914204573276,0.40968631569343456,0.3369894010524278,0.8012468114759606,-0.5360914204573276,0.16784287726646052,0.6621575346001658,13.0,6000.0,1.9680601921281777
qaoa_p1,dev_lagos,6000,zne,10,0.5147724657467948,0.12027386573057965,0.4424199657467953,0.5822237157467938,-0.5147724657467948,0.0144658027777775,0.5272664544526181,3.0,6000.0,2.047306591900997
qaoa_p1,dev_lagos,6000,zne_rem,10,1.0680758015323675,0.806333996589765,0.6214766330413904,1.555720664693002,0.45187355754671354,1.690836964955408,1.3137514911389407,15.0,6000.0,2.947644522122573
qaoa_p1,dev_lagos,12000,none,10,1.004322465746793,0.02130875320057378,0.9915807990801262,1.0164310074134595,-1.004322465746793,0.0004540629629629633,1.0045258940765962,1.0,12000.0,0.7742883961996995
qaoa_p1,dev_lagos,12000,rem,10,0.46234358442775847,0.38791927349394395,0.28495707425862005,0.7241364209324652,-0.46234358442775847,0.15048136274806928,0.5909270822485378,13.0,12000.0,1.327046439202968
qaoa_p1,dev_lagos,12000,zne,10,0.5508724657467949,0.12261611277116681,0.4817199657467945,0.6235237157467955,-0.5508724657467949,0.015034711111111496,0.5630201715018336,3.0,12000.0,2.0125840568915008
qaoa_p1,dev_lagos,12000,zne_rem,10,1.4514499423906424,0.711394984175632,1.07291314482569,1.9095888619298338,0.7532031709959636,2.2165182884740515,1.600681566216411,15.0,12000.0,3.158922202093527
qaoa_p1,dev_lagos,24000,none,10,1.00231413241346,0.030709779979995806,0.9846680907467933,1.0209432990801264,-1.00231413241346,0.0009430905864197511,1.0027374539546852,1.0,24000.0,0.7625116085750051
qaoa_p1,dev_lagos,24000,rem,10,0.34982128286380004,0.27544377780977747,0.23668336007302612,0.5313236285094867,-0.34982128286380004,0.07586927473412207,0.4366431920976035,13.0,24000.0,1.6968507197103464
qaoa_p1,dev_lagos,24000,zne,10,0.5372849657467962,0.12489550145910822,0.46406871574679637,0.6106496532467957,-0.5372849657467962,0.015598886284722101,0.5501946310841155,3.0,24000.0,2.3222482301760463
qaoa_p1,dev_lagos,24000,zne_rem,10,1.407870947371327,0.577015565975896,1.078780255298739,1.7348799163581279,1.254654424900214,0.7862168284124289,1.5105472092896912,15.0,24000.0,3.6285600045812316
qaoa_p1,ideal,1500,none,10,0.03528884018397473,0.02566093786907889,0.02086652055192424,0.05046722465746804,0.0013775342532069245,0.0020400444444444517,0.042871174472117794,1.0,1500.0,0.13618065561167897
qaoa_p1,ideal,1500,rem,10,0.03247768036794927,0.02825973244493229,0.016538415073831306,0.04949999999999992,-0.0032224657467933683,0.001959074074074071,0.042113548320652346,13.0,1500.0,0.6794763867859729
qaoa_p1,ideal,1500,zne,10,0.033488986298720214,0.021072208242338925,0.020844493149361813,0.04553347944807771,-0.0166224657467982,0.0013831555555555975,0.03900187646131295,3.0,1500.0,0.9489074754179455
qaoa_p1,ideal,1500,zne_rem,10,0.03550000000000075,0.01668962931469285,0.02581101370128118,0.04521735753812316,-0.0022224657467992516,0.001673333333333363,0.03887080336185146,15.0,1500.0,1.6348654863075354
qaoa_p1,ideal,3000,none,10,0.023177826482691975,0.014179453134881854,0.01494421780682655,0.03162259497458262,-0.004822465746793014,0.0007721185185185171,0.026798560456592763,1.0,3000.0,0.17149451643927022
qaoa_p1,ideal,3000,rem,10,0.025208333333333145,0.01680109567208363,0.01589414235415115,0.03564442134955176,-0.00543079908012647,0.0009555729166666546,0.029824640880464787,13.0,3000.0,1.1223412820370868
qaoa_p1,ideal,3000,zne,10,0.03298898629872005,0.03001270760322357,0.016044493149359868,0.051233754790612686,-0.02092246574679857,0.0016235666666667937,0.04357705328410899,3.0,3000.0,1.0453046946669928
qaoa_p1,ideal,3000,zne_rem,10,0.03906398629871895,0.03220827145879071,0.02084373047809384,0.058783479448078914,-0.03109746574679928,0.001658420138888871,0.0495946620199527,15.0,3000.0,1.746594902582001
qaoa_p1,ideal,6000,none,10,0.009494493149358529,0.008512306296008219,0.004677692464294276,0.01468898150810929,-0.002272465746793184,0.00016688302469135868,0.012464301937636584,1.0,6000.0,0.2698336499975994
qaoa_p1,ideal,6000,rem,10,0.015501486298717193,0.00821858926310664,0.011012404276809738,0.020498829854151305,-0.0024932990801263878,0.00032763358410493816,0.017351851947195823,13.0,6000.0,1.3403880883008241
qaoa_p1,ideal,6000,zne,10,0.030244493149361416,0.021161669898453785,0.01803264246187881,0.043000000000001315,-0.007222465746798435,0.0014062222222223396,0.0363010194273354,3.0,6000.0,0.9260648801107891
qaoa_p1,ideal,6000,zne_rem,10,0.032343006850640864,0.02205455764721531,0.019340832195590043,0.0452521746550518,-3.4965746800441624e-05,0.0016487022569445133,0.03852055625057238,15.0,6000.0,1.629061762301717
qaoa_p1,ideal,12000,none,10,0.005780652965383925,0.005696933750066679,0.002961159816025203,0.009600146114742625,-0.00276413241345983,6.109452160494067e-05,0.007913627325290589,1.0,12000.0,0.2516368710785173
qaoa_p1,ideal,12000,rem,10,0.00713764611474268,0.00536277261283411,0.004491069632050768,0.01056571443536755,-0.005764132413460033,4.8449074074075456e-05,0.008765237540795372,13.0,12000.0,1.1342347243218682
qaoa_p1,ideal,12000,zne,10,0.01771949314935801,0.011278730711330648,0.011324862328730988,0.024599999999999345,-0.0022474657467975055,0.0004704645833332881,0.020699498237469124,3.0,12000.0,0.8800699241110124
qaoa_p1,ideal,12000,zne_rem,10,0.018595236298720952,0.013428962451522216,0.010845217719986224,0.026720236298720848,-0.004628715746797507,0.0005407345920139692,0.022540766230925324,15.0,12000.0,1.5965382554917595
qaoa_p1,ideal,24000,none,10,0.005713986298717178,0.003135564728425972,0.0038791666666667425,0.007605652965383761,-0.004047465746792956,2.7906944444443902e-05,0.006441911903422909,1.0,24000.0,0.4325669817160815
qaoa_p1,ideal,24000,rem,10,0.007663687781409223,0.005366044869834896,0.004586157143700554,0.010912944632050614,-0.003290174080126462,8.202428747106473e-05,0.009200386089805921,13.0,24000.0,1.1487154510105029
qaoa_p1,ideal,24000,zne,10,0.007683479448077524,0.006781855964363725,0.004019392635560323,0.011958617119342624,-0.004547465746796586,8.861180555553301e-05,0.010021480415500893,3.0,24000.0,1.2122653558151797
qaoa_p1,ideal,24000,zne_rem,10,0.011408479448077546,0.007970299751611799,0.006941197168062537,0.0161421112987186,-0.004909965746797607,0.0001813541666666342,0.01368672764522976,15.0,24000.0,1.5791979498811997
qaoa_p1,param_lam0.5,1500,none,10,0.14948913241345982,0.04104463093262081,0.12422079908012652,0.17255579908012636,-0.14948913241345982,0.001684661728395053,0.1544771706929036,1.0,1500.0,0.3795310472836718
qaoa_p1,param_lam0.5,1500,rem,10,0.05721602584814685,0.03083657123304943,0.039970373100951334,0.07585938555969825,-0.05721602584814685,0.0009508941254109316,0.06426101716223956,13.0,1500.0,1.0231645521242172
qaoa_p1,param_lam0.5,1500,zne,10,0.12277797259743961,0.09656066981895953,0.06844283013556068,0.18182635341806558,-0.12102246574679851,0.009799511111111246,0.1531861521660334,3.0,1500.0,1.6113595028058625
qaoa_p1,param_lam0.5,1500,zne_rem,10,0.09679672822246603,0.10706093230095917,0.04409519543720374,0.1660939740194881,-0.06623986751908033,0.016997472720293495,0.14030483062678015,15.0,1500.0,3.282175972103141
qaoa_p1,param_lam0.5,3000,none,10,0.15342246574679316,0.026384245205457894,0.13695579908012645,0.1674557990801265,-0.15342246574679316,0.0006961283950617279,0.15545085574348402,1.0,3000.0,0.4790876668994315
qaoa_p1,param_lam0.5,3000,rem,10,0.06863309976486383,0.02798321484072318,0.05175146189452366,0.08420869395219661,-0.06863309976486383,0.0007830603128220701,0.07358842752004975,13.0,3000.0,1.1405834228848106
qaoa_p1,param_lam0.5,3000,zne,10,0.12312246574680116,0.07578984100788197,0.08192246574680154,0.16772246574680016,-0.12312246574680116,0.005744100000000027,0.1425792115687706,3.0,3000.0,1.3981630179099738
qaoa_p1,param_lam0.5,3000,zne_rem,10,0.053308236647542986,0.06111205084188205,0.021289529223157303,0.09291086643928592,-0.047283642260134685,0.004408044168196388,0.07875901584429013,15.0,3000.0,3.573279688786715
qaoa_p1,param_lam0.5,6000,none,10,0.15090579908012652,0.016020328521161042,0.14100538241345983,0.15983913241345976,-0.15090579908012652,0.00025665092592592597,0.151669199342994,1.0,6000.0,0.3961192816961557
qaoa_p1,param_lam0.5,6000,rem,10,0.10496761762075409,0.02090305021248707,0.09268104646342164,0.11743066879656357,-0.10496761762075409,0.0004369375081857557,0.1068243628876111,13.0,6000.0,1.289718651783187
qaoa_p1,param_lam0.5,6000,zne,10,0.1074224657467985,0.0568194997826932,0.07687246574679847,0.14287496574679823,-0.1074224657467985,0.0032284555555554726,0.12018816974695147,3.0,6000.0,1.6742290831869469
qaoa_p1,param_lam0.5,6000,zne_rem,10,0.0582607557049891,0.047567230063028744,0.032117605860687785,0.08774319394964282,-0.04849214727336326,0.0034213383849078472,0.07369323505993351,15.0,6000.0,2.780938430677634
qaoa_p1,param_lam0.5,12000,none,10,0.15550579908012646,0.007635019221882788,0.15104725741345967,0.1600724657467932,-0.15550579908012646,5.829351851851966e-05,0.1556743964633084,1.0,12000.0,0.39473196618491785
qaoa_p1,param_lam0.5,12000,rem,10,0.10451030216740058,0.017685703135030487,0.09391248787430415,0.11483325691322692,-0.10451030216740058,0.00031278409538042717,0.1058485188605101,13.0,12000.0,1.6902806011145004
qaoa_p1,param_lam0.5,12000,zne,10,0.09394746574679776,0.036125831401429775,0.0732974657467978,0.11512371574679904,-0.09394746574679776,0.0013050756944445296,0.10000347216594939,3.0,12000.0,1.8704353539855219
qaoa_p1,param_lam0.5,12000,zne_rem,10,0.040778487442715686,0.037055165150331686,0.02218879703339796,0.0652055940043095,-0.0375204838740026,0.0016565278509588352,0.05383922153971248,15.0,12000.0,2.9261951313121246
qaoa_p1,param_lam0.5,24000,none,10,0.1554557990801265,0.006432406141206489,0.1519599657467933,0.15940996574679306,-0.1554557990801265,4.1375848765430954e-05,0.155575524204579,1.0,24000.0,0.8289643671945669
qaoa_p1,param_lam0.5,24000,rem,10,0.09636856627180723,0.014234083551337028,0.08808242585813471,0.10500526111256989,-0.09636856627180723,0.00020260913454644332,0.09731006518534197,13.0,24000.0,1.6099103074171581
qaoa_p1,param_lam0.5,24000,zne,10,0.10173496574679666,0.024441430132963043,0.0881596532467956,0.11642246574679485,-0.10173496574679666,0.0005973835069445139,0.10434389494240644,3.0,24000.0,1.8400238278089092
qaoa_p1,param_lam0.5,24000,zne_rem,10,0.037208614690793326,0.031141481072491598,0.01977122321063326,0.0561474989973276,-0.037208614690793326,0.0009697918433883525,0.047510984690463304,15.0,24000.0,2.876780769380275
qaoa_p1,param_lam1,1500,none,10,0.28248913241345974,0.04193051277094725,0.2584891324134596,0.30795579908012644,-0.28248913241345974,0.00175816790123457,0.2852761136913154,1.0,1500.0,0.3414217007113621
qaoa_p1,param_lam1,1500,rem,10,0.05228669167929949,0.03527613430719843,0.03406785711714894,0.0748929086709451,-0.05228669167929949,0.001244405651659502,0.06207949108409055,13.0,1500.0,1.349367820401676
qaoa_p1,param_lam1,1500,zne,10,0.19317797259743869,0.1290444349402349,0.12297797259743917,0.27318297259743834,-0.1582224657467984,0.030300666666666722,0.22870275176962093,3.0,1500.0,1.5408115227008239
qaoa_p1,param_lam1,1500,zne_rem,10,0.18436849085836426,0.11189825904880095,0.11767959474475076,0.2514430923426732,0.03522629678907015,0.048911051973618225,0.21274594887265905,15.0,1500.0,2.422040186508093
qaoa_p1,param_lam1,3000,none,10,0.2894224657467931,0.023528915753668025,0.27425496574679303,0.3018891324134597,-0.2894224657467931,0.0005536098765432074,0.2902819535690128,1.0,3000.0,0.40078196320682763
qaoa_p1,param_lam1,3000,rem,10,0.1025353622506449,0.02378798381631657,0.087597085906164,0.11542731314630994,-0.1025353622506449,0.000565868174045339,0.10498943693777857,13.0,3000.0,1.7083065176848322
qaoa_p1,param_lam1,3000,zne,10,0.19292246574679703,0.11678855537537361,0.12572246574679624,0.26202996574679727,-0.19292246574679703,0.013639566666666708,0.22247401598798927,3.0,3000.0,1.5844218822196126
qaoa_p1,param_lam1,3000,zne_rem,10,0.15392417039647865,0.11585391448404066,0.08870395744922213,0.2233824322422413,-0.04317792052503107,0.03767581551391796,0.1891363708634383,15.0,3000.0,2.6390942189958877
qaoa_p1,param_lam1,6000,none,10,0.2814557990801266,0.01910759011492539,0.26940454908012657,0.29195579908012653,-0.2814557990801266,0.0003650999999999944,0.2820389278731441,1.0,6000.0,0.508769251999911
qaoa_p1,param_lam1,6000,rem,10,0.17979675716812035,0.025787270279333554,0.16454754217077763,0.19433028571042577,-0.17979675716812035,0.0006649833084593996,0.18145346198346698,13.0,6000.0,1.553766167187132
qaoa_p1,param_lam1,6000,zne,10,0.16242797259743913,0.07779075894982689,0.11473236711934534,0.20742246574679807,-0.16077246574679763,0.006645913888889206,0.17840714179176093,3.0,6000.0,1.8479181843809784
qaoa_p1,param_lam1,6000,zne_rem,10,0.08374379962915794,0.09077790206804177,0.04140169285502844,0.14397031022552365,-0.061049174906120475,0.011891763303442163,0.12012322310784056,15.0,6000.0,3.2767383671947754
qaoa_p1,param_lam1,12000,none,10,0.2847141324134599,0.010619212294378916,0.27843913241345997,0.2907895490801266,-0.2847141324134599,0.00011276766975308832,0.2848923096517822,1.0,12000.0,0.44435345228994266
qaoa_p1,param_lam1,12000,rem,10,0.18495708103391947,0.01897020547337058,0.17438390100894585,0.19637164713469382,-0.18495708103391947,0.00035986869570189914,0.1858305778140927,13.0,12000.0,1.5169864015304484
qaoa_p1,param_lam1,12000,zne,10,0.17189746574679887,0.062380558091267406,0.13649746574679786,0.20959809074680025,-0.17189746574679887,0.0038913340277779876,0.18179917314215727,3.0,12000.0,1.890150829788763
qaoa_p1,param_lam1,12000,zne_rem,10,0.07742003741504604,0.05903833501430851,0.043418980097638636,0.11175985588760416,-0.06437353518200677,0.005540980736281798,0.09555540117901594,15.0,12000.0,2.8949225014890545
qaoa_p1,param_lam1,24000,none,10,0.28797663241345983,0.006804094230863404,0.2838555907467932,0.29169350741345984,-0.28797663241345983,4.629569830246866e-05,0.28804896622739196,1.0,24000.0,0.6456002860912122
qaoa_p1,param_lam1,24000,rem,10,0.18063168009025227,0.012354572620378059,0.17385365412804943,0.18850920252352785,-0.18063168009025227,0.0001526354646321952,0.18101153490978472,13.0,24000.0,1.621701071714051
qaoa_p1,param_lam1,24000,zne,10,0.1755724657467977,0.04766600378327086,0.14852184074679683,0.2043605907467992,-0.1755724657467977,0.0022720479166667925,0.1813023272145467,3.0,24000.0,2.1154490747023376
qaoa_p1,param_lam1,24000,zne_rem,10,0.06584311655298833,0.05211663141860502,0.03775057970018127,0.09850795872586975,-0.06066448977953787,0.003444071800643564,0.0823398138253352,15.0,24000.0,2.76309126020642
qaoa_p1,param_lam2,1500,none,10,0.5062891324134597,0.057011326576608394,0.47255579908012635,0.5384224657467931,-0.5062891324134597,0.0032502913580246943,0.5091698614629464,1.0,1500.0,0.4580610287142918
qaoa_p1,param_lam2,1500,rem,10,0.21696460264792208,0.059513524230983994,0.1833755831975805,0.25406261913081585,-0.21696460264792208,0.0035418595663919187,0.22419034861457227,13.0,1500.0,1.00069344319636
qaoa_p1,param_lam2,1500,zne,10,0.42562246574680007,0.15884527762014763,0.3430224657468015,0.5276224657467984,-0.42562246574680007,0.025231822222221777,0.45151204119977306,3.0,1500.0,1.554767222306691
qaoa_p1,param_lam2,1500,zne_rem,10,0.25148759885252003,0.18775170390945753,0.14597384120503695,0.36118061057050255,-0.24550880530646096,0.038552301091571595,0.308174697964353,15.0,1500.0,2.745371401915327
qaoa_p1,param_lam2,3000,none,10,0.5197891324134599,0.01737534083509738,0.5096882990801267,0.5299891324134599,-0.5197891324134599,0.00030190246913580247,0.520050434474734,1.0,3000.0,0.39153477660147473
qaoa_p1,param_lam2,3000,rem,10,0.29626904286366473,0.035882390251868415,0.27483629972231177,0.31773345761784544,-0.29626904286366473,0.0012875459301873813,0.2982182708965376,13.0,3000.0,1.101368772087153
qaoa_p1,param_lam2,3000,zne,10,0.3623224657467968,0.11419617623487444,0.28842246574679753,0.4225224657467951,-0.3623224657467968,0.013040766666666502,0.37817226125780107,3.0,3000.0,1.8023233278654516
qaoa_p1,param_lam2,3000,zne_rem,10,0.14923416965698744,0.09854015257275729,0.09090989757635981,0.2051282348294934,-0.1435678597012605,0.01155361395129528,0.17609651585243408,15.0,3000.0,3.6707185043138453
qaoa_p1,param_lam2,6000,none,10,0.5138724657467931,0.023867361101008278,0.4995557990801265,0.5277057990801264,-0.5138724657467931,0.0005696509259259231,0.5143710692545046,1.0,6000.0,0.41211612889310345
qaoa_p1,param_lam2,6000,rem,10,0.33871232561973824,0.025146880669312005,0.3237525257543246,0.3533347038941822,-0.33871232561973824,0.0006323656073966178,0.33955142257600474,13.0,6000.0,1.4573978802072816
qaoa_p1,param_lam2,6000,zne,10,0.31942246574679595,0.0806009374083905,0.2705212157467961,0.3658237157467963,-0.31942246574679595,0.006496511111111283,0.3284472128421296,3.0,6000.0,1.9430281344102696
qaoa_p1,param_lam2,6000,zne_rem,10,0.14953346088840966,0.10216777628022476,0.09202941158224756,0.21239453576538195,-0.11650808227576111,0.020200613054146083,0.17819844271010615,15.0,6000.0,3.283606836013496
qaoa_p1,param_lam2,12000,none,10,0.5146724657467932,0.008237242286944379,0.5098724657467932,0.519622465746793,-0.5146724657467932,6.785216049382466e-05,0.5147317883542151,1.0,12000.0,0.533864627406001
qaoa_p1,param_lam2,12000,rem,10,0.33841759168213964,0.020441300572158278,0.32648425658307795,0.350361629648773,-0.33841759168213964,0.0004178467690813183,0.33897275473423016,13.0,12000.0,1.3088523420039564
qaoa_p1,param_lam2,12000,zne,10,0.31089746574679766,0.07601526253910527,0.2677968407467969,0.35607309074679777,-0.31089746574679766,0.005778320138889102,0.31915156639562564,3.0,12000.0,1.9212149979895912
qaoa_p1,param_lam2,12000,zne_rem,10,0.12728839252278162,0.059698208103995336,0.09076264398858502,0.16051006929982725,-0.12287368689260188,0.004790978206886344,0.13931914196110623,15.0,12000.0,2.9632396395201797
qaoa_p1,param_lam2,24000,none,10,0.5178849657467931,0.008510896474302698,0.513318090746793,0.5231642365801265,-0.5178849657467931,7.243535879629811e-05,0.517947902369991,1.0,24000.0,0.665468245302327
qaoa_p1,param_lam2,24000,rem,10,0.33520636493060724,0.013797578400041921,0.3275117716211214,0.34371215417187295,-0.33520636493060724,0.0001903731697053034,0.33546183529982393,13.0,24000.0,1.408226047817152
qaoa_p1,param_lam2,24000,zne,10,0.31977246574679724,0.04290105703178456,0.29494684074679733,0.34530996574679684,-0.31977246574679724,0.0018405006944444313,0.32235210636008976,3.0,24000.0,2.0087800296838396
qaoa_p1,param_lam2,24000,zne_rem,10,0.10424190142937198,0.05760294980143004,0.0697874787114912,0.13586763686545333,-0.10424190142937198,0.0033180998258260696,0.11769734005853474,15.0,24000.0,3.522290920710657
tfim,dev_algiers,1500,none,10,0.17129744301105143,0.07451253933747354,0.12916410967771802,0.21583077634438474,0.17129744301105143,0.005552118518518541,0.18530979641883777,2.0,1500.0,2.658737953810487
tfim,dev_algiers,1500,rem,10,0.1407209078067151,0.08187090792508847,0.09382110837427082,0.19076185091679076,0.12402935214265494,0.011612949676721987,0.16073249485395444,10.0,1496.0,4.848318626591936
tfim,dev_algiers,1500,zne,10,0.1253384658066336,0.09514424819603276,0.07484615526887983,0.1865846210755103,0.09743077634438783,0.01596017777777777,0.15445684244820662,6.0,1500.0,10.273816333408467
tfim,dev_algiers,1500,zne_rem,10,0.12749675023256932,0.09781410355642212,0.07081355187028061,0.18369761163409096,0.039928767361286345,0.025857726473295848,0.1576903937751377,14.0,1496.0,9.302924772968982
tfim,dev_algiers,3000,none,10,0.18449744301105114,0.025762830915684192,0.16942744301105092,0.19969744301105125,0.18449744301105114,0.0006637234567901332,0.18610926250116402,2.0,3000.0,2.6734300072072075
tfim,dev_algiers,3000,rem,10,0.08862342993264063,0.04240617480741538,0.06438298378305679,0.1141921618522996,0.08862342993264063,0.0017982836617970713,0.09732711661527339,10.0,3000.0,4.0796051657292995
tfim,dev_algiers,3000,zne,10,0.122584621075511,0.08185804538666018,0.07383077634438905,0.169830776344389,0.11983077634438714,0.007442488888889057,0.1451125596194164,6.0,3000.0,9.232366471318528
tfim,dev_algiers,3000,zne_rem,10,0.1375677197355321,0.06978195202673973,0.09370799021101175,0.17619773488353496,0.01617055645486687,0.02560662151441095,0.15266776430874296,14.0,3000.0,8.691263820661698
tfim,dev_algiers,6000,none,10,0.18056410967771788,0.01840088564696248,0.16883077634438468,0.19049744301105118,0.18056410967771788,0.00033859259259258977,0.18140598401662572,2.0,6000.0,2.7790210381848737
tfim,dev_algiers,6000,rem,10,0.09505106228377827,0.03779861708389319,0.07321254972021737,0.1167999431392034,0.09505106228377827,0.0014287354534547822,0.10159018825351196,10.0,6000.0,4.019424872193485
tfim,dev_algiers,6000,zne,10,0.1220307763443893,0.07394562566883578,0.07883077634438988,0.16583577634438976,0.1220307763443893,0.005467955555555584,0.1407574878122453,6.0,6000.0,9.825891507195774
tfim,dev_algiers,6000,zne_rem,10,0.08737608372271391,0.05392522777326964,0.05524493084213998,0.11933270465813292,0.037984921883790344,0.009787625430622405,0.10125076383947837,14.0,6000.0,8.74930599218933
